Daniel Suarez
Radius Meter Radius Approximation using a circular assumption and splitting interval into 1000 equal parts (for increment).


For X = 7002.5 Average Radius = 56390.7


x(R=56390.7)		f(x,56390.7)
-2470		576.431
-2460		583.733
-2450		590.989
-2440		598.2
-2430		605.366
-2420		612.489
-2410		619.566
-2400		626.601
-2390		633.591
-2380		640.538
-2370		647.442
-2360		654.304
-2350		661.122
-2340		667.899
-2330		674.633
-2320		681.326
-2310		687.977
-2300		694.587
-2290		701.156
-2280		707.683
-2270		714.171
-2260		720.617
-2250		727.024
-2240		733.391
-2230		739.718
-2220		746.005
-2210		752.253
-2200		758.462
-2190		764.632
-2180		770.763
-2170		776.856
-2160		782.91
-2150		788.927
-2140		794.905
-2130		800.846
-2120		806.749
-2110		812.615
-2100		818.443
-2090		824.235
-2080		829.99
-2070		835.708
-2060		841.39
-2050		847.035
-2040		852.644
-2030		858.217
-2020		863.755
-2010		869.256
-2000		874.722
-1990		880.153
-1980		885.549
-1970		890.91
-1960		896.236
-1950		901.527
-1940		906.783
-1930		912.006
-1920		917.193
-1910		922.347
-1900		927.467
-1890		932.553
-1880		937.605
-1870		942.624
-1860		947.609
-1850		952.561
-1840		957.479
-1830		962.365
-1820		967.218
-1810		972.038
-1800		976.825
-1790		981.58
-1780		986.302
-1770		990.992
-1760		995.65
-1750		1000.28
-1740		1004.87
-1730		1009.43
-1720		1013.96
-1710		1018.46
-1700		1022.93
-1690		1027.36
-1680		1031.77
-1670		1036.14
-1660		1040.48
-1650		1044.8
-1640		1049.08
-1630		1053.33
-1620		1057.55
-1610		1061.73
-1600		1065.89
-1590		1070.02
-1580		1074.12
-1570		1078.19
-1560		1082.22
-1550		1086.23
-1540		1090.21
-1530		1094.16
-1520		1098.07
-1510		1101.96
-1500		1105.82
-1490		1109.65
-1480		1113.45
-1470		1117.22
-1460		1120.96
-1450		1124.68
-1440		1128.36
-1430		1132.02
-1420		1135.64
-1410		1139.24
-1400		1142.81
-1390		1146.35
-1380		1149.86
-1370		1153.34
-1360		1156.8
-1350		1160.22
-1340		1163.62
-1330		1166.99
-1320		1170.34
-1310		1173.65
-1300		1176.94
-1290		1180.19
-1280		1183.42
-1270		1186.63
-1260		1189.8
-1250		1192.95
-1240		1196.07
-1230		1199.16
-1220		1202.23
-1210		1205.26
-1200		1208.27
-1190		1211.26
-1180		1214.21
-1170		1217.14
-1160		1220.04
-1150		1222.92
-1140		1225.77
-1130		1228.59
-1120		1231.38
-1110		1234.15
-1100		1236.89
-1090		1239.61
-1080		1242.29
-1070		1244.95
-1060		1247.59
-1050		1250.2
-1040		1252.78
-1030		1255.34
-1020		1257.86
-1010		1260.37
-1000		1262.84
-990		1265.3
-980		1267.72
-970		1270.12
-960		1272.49
-950		1274.84
-940		1277.16
-930		1279.45
-920		1281.72
-910		1283.97
-900		1286.18
-890		1288.37
-880		1290.54
-870		1292.68
-860		1294.8
-850		1296.89
-840		1298.95
-830		1300.99
-820		1303
-810		1304.99
-800		1306.95
-790		1308.89
-780		1310.8
-770		1312.69
-760		1314.55
-750		1316.39
-740		1318.2
-730		1319.98
-720		1321.74
-710		1323.48
-700		1325.19
-690		1326.88
-680		1328.54
-670		1330.17
-660		1331.79
-650		1333.37
-640		1334.93
-630		1336.47
-620		1337.98
-610		1339.47
-600		1340.93
-590		1342.37
-580		1343.79
-570		1345.17
-560		1346.54
-550		1347.88
-540		1349.19
-530		1350.48
-520		1351.75
-510		1352.99
-500		1354.21
-490		1355.4
-480		1356.57
-470		1357.71
-460		1358.83
-450		1359.93
-440		1361
-430		1362.04
-420		1363.06
-410		1364.06
-400		1365.04
-390		1365.99
-380		1366.91
-370		1367.81
-360		1368.69
-350		1369.54
-340		1370.37
-330		1371.17
-320		1371.95
-310		1372.71
-300		1373.44
-290		1374.15
-280		1374.83
-270		1375.49
-260		1376.12
-250		1376.74
-240		1377.32
-230		1377.89
-220		1378.42
-210		1378.94
-200		1379.43
-190		1379.9
-180		1380.34
-170		1380.76
-160		1381.15
-150		1381.53
-140		1381.87
-130		1382.2
-120		1382.5
-110		1382.77
-100		1383.02
-90		1383.25
-80		1383.45
-70		1383.63
-60		1383.79
-50		1383.92
-40		1384.03
-30		1384.11
-20		1384.17
-10		1384.21
0		1384.22
10		1384.21
20		1384.17
30		1384.11
40		1384.03
50		1383.92
60		1383.79
70		1383.63
80		1383.45
90		1383.25
100		1383.02
110		1382.77
120		1382.5
130		1382.2
140		1381.87
150		1381.53
160		1381.15
170		1380.76
180		1380.34
190		1379.9
200		1379.43
210		1378.94
220		1378.42
230		1377.89
240		1377.32
250		1376.74
260		1376.12
270		1375.49
280		1374.83
290		1374.15
300		1373.44
310		1372.71
320		1371.95
330		1371.17
340		1370.37
350		1369.54
360		1368.69
370		1367.81
380		1366.91
390		1365.99
400		1365.04
410		1364.06
420		1363.06
430		1362.04
440		1361
450		1359.93
460		1358.83
470		1357.71
480		1356.57
490		1355.4
500		1354.21
510		1352.99
520		1351.75
530		1350.48
540		1349.19
550		1347.88
560		1346.54
570		1345.17
580		1343.79
590		1342.37
600		1340.93
610		1339.47
620		1337.98
630		1336.47
640		1334.93
650		1333.37
660		1331.79
670		1330.17
680		1328.54
690		1326.88
700		1325.19
710		1323.48
720		1321.74
730		1319.98
740		1318.2
750		1316.39
760		1314.55
770		1312.69
780		1310.8
790		1308.89
800		1306.95
810		1304.99
820		1303
830		1300.99
840		1298.95
850		1296.89
860		1294.8
870		1292.68
880		1290.54
890		1288.37
900		1286.18
910		1283.97
920		1281.72
930		1279.45
940		1277.16
950		1274.84
960		1272.49
970		1270.12
980		1267.72
990		1265.3
1000		1262.84
1010		1260.37
1020		1257.86
1030		1255.34
1040		1252.78
1050		1250.2
1060		1247.59
1070		1244.95
1080		1242.29
1090		1239.61
1100		1236.89
1110		1234.15
1120		1231.38
1130		1228.59
1140		1225.77
1150		1222.92
1160		1220.04
1170		1217.14
1180		1214.21
1190		1211.26
1200		1208.27
1210		1205.26
1220		1202.23
1230		1199.16
1240		1196.07
1250		1192.95
1260		1189.8
1270		1186.63
1280		1183.42
1290		1180.19
1300		1176.94
1310		1173.65
1320		1170.34
1330		1166.99
1340		1163.62
1350		1160.22
1360		1156.8
1370		1153.34
1380		1149.86
1390		1146.35
1400		1142.81
1410		1139.24
1420		1135.64
1430		1132.02
1440		1128.36
1450		1124.68
1460		1120.96
1470		1117.22
1480		1113.45
1490		1109.65
1500		1105.82
1510		1101.96
1520		1098.07
1530		1094.16
1540		1090.21
1550		1086.23
1560		1082.22
1570		1078.19
1580		1074.12
1590		1070.02
1600		1065.89
1610		1061.73
1620		1057.55
1630		1053.33
1640		1049.08
1650		1044.8
1660		1040.48
1670		1036.14
1680		1031.77
1690		1027.36
1700		1022.93
1710		1018.46
1720		1013.96
1730		1009.43
1740		1004.87
1750		1000.28
1760		995.65
1770		990.992
1780		986.302
1790		981.58
1800		976.825
1810		972.038
1820		967.218
1830		962.365
1840		957.479
1850		952.561
1860		947.609
1870		942.624
1880		937.605
1890		932.553
1900		927.467
1910		922.347
1920		917.193
1930		912.006
1940		906.783
1950		901.527
1960		896.236
1970		890.91
1980		885.549
1990		880.153
2000		874.722
2010		869.256
2020		863.755
2030		858.217
2040		852.644
2050		847.035
2060		841.39
2070		835.708
2080		829.99
2090		824.235
2100		818.443
2110		812.615
2120		806.749
2130		800.846
2140		794.905
2150		788.927
2160		782.91
2170		776.856
2180		770.763
2190		764.632
2200		758.462
2210		752.253
2220		746.005
2230		739.718
2240		733.391
2250		727.024
2260		720.617
2270		714.171
2280		707.683
2290		701.156
2300		694.587
2310		687.977
2320		681.326
2330		674.633
2340		667.899
2350		661.122
2360		654.304
2370		647.442
2380		640.538
2390		633.591
2400		626.601
2410		619.566
2420		612.489
2430		605.366
2440		598.2
2450		590.989
2460		583.733
2470		576.431
2480		569.084
2490		561.692
2500		554.253
2510		546.767
2520		539.235
2530		531.656
2540		524.029
2550		516.354
2560		508.632
2570		500.861
2580		493.041
2590		485.172
2600		477.254
2610		469.285
2620		461.267
2630		453.198
2640		445.078
2650		436.907
2660		428.684
2670		420.409
2680		412.082
2690		403.701
2700		395.267
2710		386.78
2720		378.238
2730		369.641
2740		360.99
2750		352.283
2760		343.52
2770		334.7
2780		325.824
2790		316.89
2800		307.898
2810		298.848
2820		289.739
2830		280.57
2840		271.341
2850		262.052
2860		252.702
2870		243.29
2880		233.815
2890		224.278
2900		214.678
2910		205.013
2920		195.284
2930		185.489
2940		175.629
2950		165.702
2960		155.708
2970		145.645
2980		135.514
2990		125.314
3000		115.044
3010		104.703
3020		94.2899
3030		83.8047
3040		73.2464
3050		62.6141
3060		51.907
3070		41.1242
3080		30.2649
3090		19.3282
3100		8.3132
3110		-2.78104
3120		-13.9555
3130		-25.2111
3140		-36.5488
3150		-47.9697
3160		-59.4748
3170		-71.0652
3180		-82.7419
3190		-94.5062
3200		-106.359
3210		-118.302
3220		-130.335
3230		-142.461
3240		-154.681
3250		-166.995
3260		-179.406
3270		-191.914
3280		-204.521
3290		-217.228
3300		-230.037
3310		-242.95
3320		-255.968
3330		-269.092
3340		-282.325
3350		-295.668
3360		-309.122
3370		-322.69
3380		-336.374
3390		-350.175
3400		-364.096
3410		-378.138
3420		-392.303
3430		-406.595
3440		-421.014
3450		-435.564
3460		-450.247
3470		-465.066
3480		-480.022
3490		-495.119
3500		-510.359

For X = 6057.5 Average Radius = 3803.9


x(R=3803.9)		f(x,3803.9)
-3500		-811.525
-3490		-788.248
-3480		-765.389
-3470		-742.929
-3460		-720.852
-3450		-699.141
-3440		-677.782
-3430		-656.761
-3420		-636.066
-3410		-615.684
-3400		-595.604
-3390		-575.816
-3380		-556.309
-3370		-537.075
-3360		-518.104
-3350		-499.389
-3340		-480.921
-3330		-462.692
-3320		-444.697
-3310		-426.927
-3300		-409.378
-3290		-392.042
-3280		-374.914
-3270		-357.988
-3260		-341.259
-3250		-324.723
-3240		-308.374
-3230		-292.208
-3220		-276.22
-3210		-260.406
-3200		-244.763
-3190		-229.286
-3180		-213.971
-3170		-198.816
-3160		-183.817
-3150		-168.969
-3140		-154.271
-3130		-139.72
-3120		-125.311
-3110		-111.043
-3100		-96.9128
-3090		-82.9175
-3080		-69.0548
-3070		-55.3221
-3060		-41.7172
-3050		-28.2376
-3040		-14.8813
-3030		-1.646
-3020		11.4703
-3010		24.4697
-3000		37.354
-2990		50.1252
-2980		62.7852
-2970		75.3356
-2960		87.7783
-2950		100.115
-2940		112.347
-2930		124.476
-2920		136.504
-2910		148.432
-2900		160.261
-2890		171.994
-2880		183.631
-2870		195.173
-2860		206.623
-2850		217.981
-2840		229.248
-2830		240.426
-2820		251.516
-2810		262.519
-2800		273.436
-2790		284.269
-2780		295.017
-2770		305.683
-2760		316.268
-2750		326.771
-2740		337.195
-2730		347.54
-2720		357.808
-2710		367.998
-2700		378.112
-2690		388.152
-2680		398.116
-2670		408.007
-2660		417.826
-2650		427.572
-2640		437.247
-2630		446.852
-2620		456.387
-2610		465.853
-2600		475.251
-2590		484.581
-2580		493.845
-2570		503.042
-2560		512.173
-2550		521.24
-2540		530.242
-2530		539.18
-2520		548.055
-2510		556.868
-2500		565.619
-2490		574.308
-2480		582.937
-2470		591.505
-2460		600.013
-2450		608.462
-2440		616.853
-2430		625.185
-2420		633.459
-2410		641.677
-2400		649.837
-2390		657.941
-2380		665.99
-2370		673.983
-2360		681.921
-2350		689.804
-2340		697.634
-2330		705.409
-2320		713.132
-2310		720.802
-2300		728.419
-2290		735.985
-2280		743.498
-2270		750.961
-2260		758.372
-2250		765.733
-2240		773.044
-2230		780.305
-2220		787.517
-2210		794.679
-2200		801.793
-2190		808.859
-2180		815.876
-2170		822.845
-2160		829.767
-2150		836.642
-2140		843.47
-2130		850.252
-2120		856.987
-2110		863.677
-2100		870.321
-2090		876.919
-2080		883.472
-2070		889.981
-2060		896.445
-2050		902.865
-2040		909.241
-2030		915.573
-2020		921.861
-2010		928.107
-2000		934.309
-1990		940.469
-1980		946.586
-1970		952.661
-1960		958.694
-1950		964.686
-1940		970.636
-1930		976.544
-1920		982.411
-1910		988.238
-1900		994.024
-1890		999.769
-1880		1005.47
-1870		1011.14
-1860		1016.76
-1850		1022.35
-1840		1027.9
-1830		1033.4
-1820		1038.87
-1810		1044.3
-1800		1049.69
-1790		1055.04
-1780		1060.36
-1770		1065.63
-1760		1070.87
-1750		1076.07
-1740		1081.24
-1730		1086.36
-1720		1091.45
-1710		1096.5
-1700		1101.51
-1690		1106.49
-1680		1111.43
-1670		1116.34
-1660		1121.2
-1650		1126.04
-1640		1130.83
-1630		1135.59
-1620		1140.32
-1610		1145.01
-1600		1149.66
-1590		1154.28
-1580		1158.86
-1570		1163.41
-1560		1167.93
-1550		1172.41
-1540		1176.85
-1530		1181.26
-1520		1185.64
-1510		1189.98
-1500		1194.29
-1490		1198.56
-1480		1202.8
-1470		1207.01
-1460		1211.18
-1450		1215.32
-1440		1219.43
-1430		1223.5
-1420		1227.54
-1410		1231.55
-1400		1235.52
-1390		1239.47
-1380		1243.37
-1370		1247.25
-1360		1251.1
-1350		1254.91
-1340		1258.69
-1330		1262.44
-1320		1266.15
-1310		1269.84
-1300		1273.49
-1290		1277.11
-1280		1280.7
-1270		1284.26
-1260		1287.78
-1250		1291.28
-1240		1294.74
-1230		1298.17
-1220		1301.58
-1210		1304.95
-1200		1308.29
-1190		1311.6
-1180		1314.87
-1170		1318.12
-1160		1321.34
-1150		1324.53
-1140		1327.68
-1130		1330.81
-1120		1333.9
-1110		1336.97
-1100		1340.01
-1090		1343.01
-1080		1345.99
-1070		1348.93
-1060		1351.85
-1050		1354.74
-1040		1357.59
-1030		1360.42
-1020		1363.22
-1010		1365.99
-1000		1368.73
-990		1371.44
-980		1374.12
-970		1376.77
-960		1379.39
-950		1381.99
-940		1384.55
-930		1387.09
-920		1389.59
-910		1392.07
-900		1394.52
-890		1396.94
-880		1399.33
-870		1401.7
-860		1404.03
-850		1406.34
-840		1408.62
-830		1410.87
-820		1413.09
-810		1415.28
-800		1417.45
-790		1419.59
-780		1421.7
-770		1423.78
-760		1425.83
-750		1427.85
-740		1429.85
-730		1431.82
-720		1433.76
-710		1435.68
-700		1437.56
-690		1439.42
-680		1441.25
-670		1443.05
-660		1444.83
-650		1446.58
-640		1448.3
-630		1449.99
-620		1451.66
-610		1453.3
-600		1454.91
-590		1456.49
-580		1458.05
-570		1459.58
-560		1461.08
-550		1462.55
-540		1464
-530		1465.42
-520		1466.81
-510		1468.18
-500		1469.52
-490		1470.83
-480		1472.12
-470		1473.38
-460		1474.61
-450		1475.81
-440		1476.99
-430		1478.14
-420		1479.27
-410		1480.36
-400		1481.44
-390		1482.48
-380		1483.5
-370		1484.49
-360		1485.45
-350		1486.39
-340		1487.3
-330		1488.18
-320		1489.04
-310		1489.87
-300		1490.68
-290		1491.45
-280		1492.21
-270		1492.93
-260		1493.63
-250		1494.3
-240		1494.95
-230		1495.56
-220		1496.16
-210		1496.72
-200		1497.26
-190		1497.78
-180		1498.26
-170		1498.72
-160		1499.16
-150		1499.57
-140		1499.95
-130		1500.3
-120		1500.63
-110		1500.93
-100		1501.21
-90		1501.46
-80		1501.68
-70		1501.88
-60		1502.05
-50		1502.2
-40		1502.31
-30		1502.41
-20		1502.47
-10		1502.51
0		1502.52
10		1502.51
20		1502.47
30		1502.41
40		1502.31
50		1502.2
60		1502.05
70		1501.88
80		1501.68
90		1501.46
100		1501.21
110		1500.93
120		1500.63
130		1500.3
140		1499.95
150		1499.57
160		1499.16
170		1498.72
180		1498.26
190		1497.78
200		1497.26
210		1496.72
220		1496.16
230		1495.56
240		1494.95
250		1494.3
260		1493.63
270		1492.93
280		1492.21
290		1491.45
300		1490.68
310		1489.87
320		1489.04
330		1488.18
340		1487.3
350		1486.39
360		1485.45
370		1484.49
380		1483.5
390		1482.48
400		1481.44
410		1480.36
420		1479.27
430		1478.14
440		1476.99
450		1475.81
460		1474.61
470		1473.38
480		1472.12
490		1470.83
500		1469.52
510		1468.18
520		1466.81
530		1465.42
540		1464
550		1462.55
560		1461.08
570		1459.58
580		1458.05
590		1456.49
600		1454.91
610		1453.3
620		1451.66
630		1449.99
640		1448.3
650		1446.58
660		1444.83
670		1443.05
680		1441.25
690		1439.42
700		1437.56
710		1435.68
720		1433.76
730		1431.82
740		1429.85
750		1427.85
760		1425.83
770		1423.78
780		1421.7
790		1419.59
800		1417.45
810		1415.28
820		1413.09
830		1410.87
840		1408.62
850		1406.34
860		1404.03
870		1401.7
880		1399.33
890		1396.94
900		1394.52
910		1392.07
920		1389.59
930		1387.09
940		1384.55
950		1381.99
960		1379.39
970		1376.77
980		1374.12
990		1371.44
1000		1368.73
1010		1365.99
1020		1363.22
1030		1360.42
1040		1357.59
1050		1354.74
1060		1351.85
1070		1348.93
1080		1345.99
1090		1343.01
1100		1340.01
1110		1336.97
1120		1333.9
1130		1330.81
1140		1327.68
1150		1324.53
1160		1321.34
1170		1318.12
1180		1314.87
1190		1311.6
1200		1308.29
1210		1304.95
1220		1301.58
1230		1298.17
1240		1294.74
1250		1291.28
1260		1287.78
1270		1284.26
1280		1280.7
1290		1277.11
1300		1273.49
1310		1269.84
1320		1266.15
1330		1262.44
1340		1258.69
1350		1254.91
1360		1251.1
1370		1247.25
1380		1243.37
1390		1239.47
1400		1235.52
1410		1231.55
1420		1227.54
1430		1223.5
1440		1219.43
1450		1215.32
1460		1211.18
1470		1207.01
1480		1202.8
1490		1198.56
1500		1194.29
1510		1189.98
1520		1185.64
1530		1181.26
1540		1176.85
1550		1172.41
1560		1167.93
1570		1163.41
1580		1158.86
1590		1154.28
1600		1149.66
1610		1145.01
1620		1140.32
1630		1135.59
1640		1130.83
1650		1126.04
1660		1121.2
1670		1116.34
1680		1111.43
1690		1106.49
1700		1101.51
1710		1096.5
1720		1091.45
1730		1086.36
1740		1081.24
1750		1076.07
1760		1070.87
1770		1065.63
1780		1060.36
1790		1055.04
1800		1049.69
1810		1044.3
1820		1038.87
1830		1033.4
1840		1027.9
1850		1022.35
1860		1016.76
1870		1011.14
1880		1005.47
1890		999.769
1900		994.024
1910		988.238
1920		982.411
1930		976.544
1940		970.636
1950		964.686
1960		958.694
1970		952.661
1980		946.586
1990		940.469
2000		934.309
2010		928.107
2020		921.861
2030		915.573
2040		909.241
2050		902.865
2060		896.445
2070		889.981
2080		883.472
2090		876.919
2100		870.321
2110		863.677
2120		856.987
2130		850.252
2140		843.47
2150		836.642
2160		829.767
2170		822.845
2180		815.876
2190		808.859
2200		801.793
2210		794.679
2220		787.517
2230		780.305
2240		773.044
2250		765.733
2260		758.372
2270		750.961
2280		743.498
2290		735.985
2300		728.419
2310		720.802
2320		713.132
2330		705.409
2340		697.634
2350		689.804
2360		681.921
2370		673.983
2380		665.99
2390		657.941
2400		649.837
2410		641.677
2420		633.459
2430		625.185
2440		616.853
2450		608.462
2460		600.013
2470		591.505
2480		582.937
2490		574.308
2500		565.619
2510		556.868
2520		548.055
2530		539.18
2540		530.242
2550		521.24
2560		512.173
2570		503.042
2580		493.845
2590		484.581
2600		475.251
2610		465.853
2620		456.387
2630		446.852
2640		437.247
2650		427.572
2660		417.826
2670		408.007
2680		398.116
2690		388.152
2700		378.112
2710		367.998
2720		357.808
2730		347.54
2740		337.195
2750		326.771
2760		316.268
2770		305.683
2780		295.017
2790		284.269
2800		273.436
2810		262.519
2820		251.516
2830		240.426
2840		229.248
2850		217.981
2860		206.623
2870		195.173
2880		183.631
2890		171.994
2900		160.261
2910		148.432
2920		136.504
2930		124.476
2940		112.347
2950		100.115
2960		87.7783
2970		75.3356
2980		62.7852
2990		50.1252
3000		37.354
3010		24.4697
3020		11.4703
3030		-1.646
3040		-14.8813
3050		-28.2376
3060		-41.7172
3070		-55.3221
3080		-69.0548
3090		-82.9175
3100		-96.9128
3110		-111.043
3120		-125.311
3130		-139.72
3140		-154.271
3150		-168.969
3160		-183.817
3170		-198.816
3180		-213.971
3190		-229.286
3200		-244.763
3210		-260.406
3220		-276.22
3230		-292.208
3240		-308.374
3250		-324.723
3260		-341.259
3270		-357.988
3280		-374.914
3290		-392.042
3300		-409.378
3310		-426.927
3320		-444.697
3330		-462.692
3340		-480.921
3350		-499.389
3360		-518.104
3370		-537.075
3380		-556.309
3390		-575.816
3400		-595.604
3410		-615.684
3420		-636.066
3430		-656.761
3440		-677.782
3450		-699.141
3460		-720.852
3470		-742.929
3480		-765.389
3490		-788.248
3500		-811.525

For X = 5900 Average Radius = 3509.9


x(R=3509.9)		f(x,3509.9)
-3500		-1638.38
-3490		-1528.59
-3480		-1444.65
-3470		-1374.09
-3460		-1312.07
-3450		-1256.14
-3440		-1204.82
-3430		-1157.17
-3420		-1112.51
-3410		-1070.37
-3400		-1030.38
-3390		-992.255
-3380		-955.771
-3370		-920.745
-3360		-887.025
-3350		-854.485
-3340		-823.02
-3330		-792.536
-3320		-762.956
-3310		-734.211
-3300		-706.24
-3290		-678.991
-3280		-652.415
-3270		-626.472
-3260		-601.123
-3250		-576.334
-3240		-552.074
-3230		-528.316
-3220		-505.033
-3210		-482.202
-3200		-459.803
-3190		-437.814
-3180		-416.218
-3170		-394.997
-3160		-374.137
-3150		-353.623
-3140		-333.44
-3130		-313.577
-3120		-294.021
-3110		-274.762
-3100		-255.789
-3090		-237.093
-3080		-218.663
-3070		-200.492
-3060		-182.571
-3050		-164.892
-3040		-147.449
-3030		-130.234
-3020		-113.24
-3010		-96.4618
-3000		-79.8929
-2990		-63.5277
-2980		-47.3608
-2970		-31.3872
-2960		-15.6018
-2950		0
-2940		15.4227
-2930		30.6705
-2920		45.7477
-2910		60.658
-2900		75.4054
-2890		89.9933
-2880		104.425
-2870		118.705
-2860		132.835
-2850		146.819
-2840		160.659
-2830		174.359
-2820		187.922
-2810		201.349
-2800		214.644
-2790		227.81
-2780		240.847
-2770		253.759
-2760		266.549
-2750		279.217
-2740		291.767
-2730		304.2
-2720		316.518
-2710		328.723
-2700		340.818
-2690		352.803
-2680		364.68
-2670		376.452
-2660		388.12
-2650		399.685
-2640		411.149
-2630		422.513
-2620		433.779
-2610		444.949
-2600		456.023
-2590		467.003
-2580		477.891
-2570		488.687
-2560		499.393
-2550		510.01
-2540		520.539
-2530		530.982
-2520		541.339
-2510		551.611
-2500		561.8
-2490		571.907
-2480		581.932
-2470		591.877
-2460		601.743
-2450		611.53
-2440		621.239
-2430		630.872
-2420		640.428
-2410		649.91
-2400		659.318
-2390		668.652
-2380		677.914
-2370		687.104
-2360		696.223
-2350		705.272
-2340		714.251
-2330		723.161
-2320		732.004
-2310		740.779
-2300		749.487
-2290		758.129
-2280		766.705
-2270		775.217
-2260		783.665
-2250		792.049
-2240		800.37
-2230		808.628
-2220		816.825
-2210		824.96
-2200		833.034
-2190		841.049
-2180		849.003
-2170		856.899
-2160		864.735
-2150		872.514
-2140		880.235
-2130		887.898
-2120		895.505
-2110		903.056
-2100		910.551
-2090		917.99
-2080		925.375
-2070		932.705
-2060		939.98
-2050		947.203
-2040		954.372
-2030		961.488
-2020		968.551
-2010		975.563
-2000		982.522
-1990		989.431
-1980		996.288
-1970		1003.09
-1960		1009.85
-1950		1016.56
-1940		1023.22
-1930		1029.82
-1920		1036.38
-1910		1042.89
-1900		1049.35
-1890		1055.77
-1880		1062.14
-1870		1068.45
-1860		1074.73
-1850		1080.95
-1840		1087.13
-1830		1093.26
-1820		1099.35
-1810		1105.39
-1800		1111.39
-1790		1117.34
-1780		1123.25
-1770		1129.11
-1760		1134.93
-1750		1140.7
-1740		1146.43
-1730		1152.12
-1720		1157.76
-1710		1163.36
-1700		1168.92
-1690		1174.43
-1680		1179.91
-1670		1185.34
-1660		1190.72
-1650		1196.07
-1640		1201.38
-1630		1206.64
-1620		1211.86
-1610		1217.05
-1600		1222.19
-1590		1227.29
-1580		1232.35
-1570		1237.37
-1560		1242.35
-1550		1247.3
-1540		1252.2
-1530		1257.06
-1520		1261.89
-1510		1266.67
-1500		1271.42
-1490		1276.12
-1480		1280.79
-1470		1285.43
-1460		1290.02
-1450		1294.57
-1440		1299.09
-1430		1303.57
-1420		1308.01
-1410		1312.42
-1400		1316.79
-1390		1321.12
-1380		1325.41
-1370		1329.67
-1360		1333.89
-1350		1338.08
-1340		1342.23
-1330		1346.34
-1320		1350.42
-1310		1354.46
-1300		1358.46
-1290		1362.43
-1280		1366.37
-1270		1370.26
-1260		1374.13
-1250		1377.96
-1240		1381.75
-1230		1385.51
-1220		1389.23
-1210		1392.92
-1200		1396.58
-1190		1400.2
-1180		1403.79
-1170		1407.34
-1160		1410.86
-1150		1414.34
-1140		1417.79
-1130		1421.21
-1120		1424.59
-1110		1427.95
-1100		1431.26
-1090		1434.55
-1080		1437.8
-1070		1441.01
-1060		1444.2
-1050		1447.35
-1040		1450.47
-1030		1453.55
-1020		1456.61
-1010		1459.63
-1000		1462.62
-990		1465.57
-980		1468.5
-970		1471.39
-960		1474.25
-950		1477.08
-940		1479.87
-930		1482.64
-920		1485.37
-910		1488.07
-900		1490.74
-890		1493.37
-880		1495.98
-870		1498.55
-860		1501.1
-850		1503.61
-840		1506.09
-830		1508.54
-820		1510.96
-810		1513.34
-800		1515.7
-790		1518.02
-780		1520.32
-770		1522.58
-760		1524.82
-750		1527.02
-740		1529.19
-730		1531.33
-720		1533.44
-710		1535.52
-700		1537.57
-690		1539.59
-680		1541.58
-670		1543.54
-660		1545.47
-650		1547.37
-640		1549.24
-630		1551.08
-620		1552.89
-610		1554.67
-600		1556.42
-590		1558.14
-580		1559.83
-570		1561.49
-560		1563.12
-550		1564.73
-540		1566.3
-530		1567.84
-520		1569.35
-510		1570.84
-500		1572.29
-490		1573.71
-480		1575.11
-470		1576.48
-460		1577.81
-450		1579.12
-440		1580.4
-430		1581.65
-420		1582.87
-410		1584.06
-400		1585.22
-390		1586.35
-380		1587.45
-370		1588.53
-360		1589.57
-350		1590.59
-340		1591.58
-330		1592.54
-320		1593.47
-310		1594.37
-300		1595.24
-290		1596.08
-280		1596.9
-270		1597.69
-260		1598.44
-250		1599.17
-240		1599.87
-230		1600.54
-220		1601.18
-210		1601.8
-200		1602.38
-190		1602.94
-180		1603.47
-170		1603.97
-160		1604.44
-150		1604.88
-140		1605.29
-130		1605.68
-120		1606.03
-110		1606.36
-100		1606.66
-90		1606.93
-80		1607.17
-70		1607.39
-60		1607.57
-50		1607.73
-40		1607.86
-30		1607.96
-20		1608.03
-10		1608.07
0		1608.09
10		1608.07
20		1608.03
30		1607.96
40		1607.86
50		1607.73
60		1607.57
70		1607.39
80		1607.17
90		1606.93
100		1606.66
110		1606.36
120		1606.03
130		1605.68
140		1605.29
150		1604.88
160		1604.44
170		1603.97
180		1603.47
190		1602.94
200		1602.38
210		1601.8
220		1601.18
230		1600.54
240		1599.87
250		1599.17
260		1598.44
270		1597.69
280		1596.9
290		1596.08
300		1595.24
310		1594.37
320		1593.47
330		1592.54
340		1591.58
350		1590.59
360		1589.57
370		1588.53
380		1587.45
390		1586.35
400		1585.22
410		1584.06
420		1582.87
430		1581.65
440		1580.4
450		1579.12
460		1577.81
470		1576.48
480		1575.11
490		1573.71
500		1572.29
510		1570.84
520		1569.35
530		1567.84
540		1566.3
550		1564.73
560		1563.12
570		1561.49
580		1559.83
590		1558.14
600		1556.42
610		1554.67
620		1552.89
630		1551.08
640		1549.24
650		1547.37
660		1545.47
670		1543.54
680		1541.58
690		1539.59
700		1537.57
710		1535.52
720		1533.44
730		1531.33
740		1529.19
750		1527.02
760		1524.82
770		1522.58
780		1520.32
790		1518.02
800		1515.7
810		1513.34
820		1510.96
830		1508.54
840		1506.09
850		1503.61
860		1501.1
870		1498.55
880		1495.98
890		1493.37
900		1490.74
910		1488.07
920		1485.37
930		1482.64
